Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
54,1723,5,5,5,5,2,3,5,3,3,3,3,4,3,5,1,4,1,4,1,4,1,4,4,satisfied
22,2449,1,1,1,1,4,4,4,4,5,1,2,2,2,4,7,38,4,1,1,4,1,4,4,satisfied
27,646,5,5,4,5,4,4,4,4,4,3,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
51,133,4,5,4,5,2,4,5,5,5,5,5,5,5,3,38,66,1,4,1,4,1,4,4,satisfied
21,3586,5,5,5,5,5,5,5,5,3,4,5,4,4,5,4,4,4,1,1,4,1,4,4,satisfied
38,1565,4,4,2,4,5,4,4,5,5,5,5,5,5,3,14,14,1,4,1,4,1,4,4,satisfied
14,674,2,4,2,4,4,2,4,4,5,3,5,3,5,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
35,1785,4,1,1,1,3,4,4,4,4,4,4,2,4,3,145,95,4,1,1,4,1,4,4,neutral or dissatisfied
52,3246,2,3,3,3,4,2,2,2,2,2,2,3,2,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
41,2348,1,1,1,1,3,4,4,4,4,4,4,3,4,3,4,4,1,4,1,4,1,4,4,satisfied
34,814,1,4,1,4,1,1,1,1,4,3,4,4,3,1,4,4,4,1,4,1,4,4,1,neutral or dissatisfied
42,417,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
9,2921,4,2,2,2,4,4,4,4,4,1,3,3,4,4,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
13,728,1,2,4,3,3,4,3,3,4,3,2,1,2,3,4,8,1,4,4,1,4,1,4,neutral or dissatisfied
25,357,4,1,1,1,4,3,2,4,1,2,3,3,3,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
31,645,1,5,1,1,5,1,5,5,5,2,5,5,4,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
65,67,3,5,3,3,5,3,5,5,4,3,5,4,5,5,1,4,4,1,4,1,4,1,4,neutral or dissatisfied
21,119,3,2,3,3,5,3,1,5,3,1,3,2,4,5,4,6,1,4,1,4,4,1,4,neutral or dissatisfied
44,2354,1,1,1,1,5,3,3,1,1,1,1,4,1,4,26,21,4,1,1,4,1,4,4,neutral or dissatisfied
23,867,1,2,2,2,1,1,3,1,2,3,4,3,3,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
64,967,4,4,5,4,5,5,5,4,4,4,4,5,4,5,31,21,1,4,1,4,1,4,4,satisfied
64,2486,5,5,5,5,5,3,5,3,3,3,3,3,3,3,1,4,1,4,1,4,1,4,4,satisfied
14,834,4,5,5,5,4,4,4,4,4,5,4,5,5,4,4,14,1,4,1,4,4,1,4,satisfied
36,842,2,3,2,4,5,2,1,5,5,5,2,1,4,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
56,317,2,4,5,3,4,3,3,4,4,5,4,2,4,4,7,5,1,4,4,1,4,1,4,neutral or dissatisfied
55,853,2,5,5,5,2,2,2,2,4,4,3,1,3,2,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
24,521,4,5,4,1,4,4,4,4,5,2,1,5,3,4,4,4,1,4,1,4,4,4,1,satisfied
34,689,2,1,2,3,4,2,4,4,1,1,3,4,3,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
35,363,4,5,4,5,1,4,1,1,3,3,4,3,5,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
41,174,3,3,3,4,5,3,5,5,4,2,3,2,3,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
49,449,3,5,3,1,2,4,5,1,1,3,3,5,1,5,4,15,1,4,4,1,4,1,4,neutral or dissatisfied
49,3296,4,4,4,4,2,5,4,4,4,4,4,5,4,3,1,4,4,1,1,4,1,4,4,satisfied
56,679,4,1,4,3,2,4,4,4,4,4,4,4,4,3,4,4,4,1,4,1,1,4,4,satisfied
29,1999,1,3,3,3,1,1,1,1,1,4,3,1,2,1,4,15,4,1,1,4,1,4,4,neutral or dissatisfied
43,2312,3,3,3,3,4,4,4,4,4,4,5,4,4,5,1,4,1,4,1,4,1,4,4,satisfied
57,328,2,2,2,2,5,4,4,5,5,5,5,5,5,4,4,4,4,1,1,4,1,4,4,satisfied
34,482,1,1,1,1,5,5,5,5,3,3,4,4,5,5,4,4,1,4,1,4,1,4,4,satisfied
55,419,3,3,4,4,4,4,3,3,3,3,3,3,3,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
44,226,4,4,4,3,5,5,4,4,4,4,4,4,4,5,11,19,1,4,1,4,1,4,4,satisfied
52,162,2,4,2,3,3,4,4,1,1,2,1,5,1,3,4,4,1,4,4,1,1,4,4,neutral or dissatisfied
45,2146,2,5,2,4,2,2,2,2,1,5,5,3,3,2,9,4,4,1,4,1,4,1,4,neutral or dissatisfied
43,369,2,3,3,3,2,2,2,2,4,2,4,4,4,2,4,1,4,1,1,4,4,4,1,neutral or dissatisfied
47,144,4,4,4,2,3,2,2,4,4,4,4,3,4,1,18,27,4,1,1,4,1,4,4,satisfied
23,365,1,4,1,2,2,1,2,2,4,3,5,3,4,2,22,24,4,1,1,4,4,1,4,neutral or dissatisfied
34,227,4,4,4,4,4,4,4,4,1,4,3,1,2,4,4,4,1,4,1,4,4,1,4,satisfied
64,3873,3,3,3,3,5,4,5,4,4,4,4,4,4,4,23,4,1,4,1,4,1,4,4,satisfied
52,1517,4,5,4,4,3,4,3,3,4,2,5,5,4,3,4,4,4,1,4,1,4,1,4,satisfied
44,845,4,1,1,1,4,3,3,4,4,4,4,4,4,2,95,86,1,4,1,4,4,1,4,satisfied
38,1437,3,3,3,3,3,3,3,1,2,4,3,3,4,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
56,351,3,3,3,3,4,2,2,3,3,3,3,4,3,3,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
59,967,3,1,5,1,4,4,4,3,3,3,3,4,3,1,27,14,1,4,1,4,4,4,1,neutral or dissatisfied
54,1445,5,5,5,5,3,4,4,5,5,5,5,5,5,5,4,4,1,4,1,4,1,4,4,satisfied
32,1476,4,4,4,2,1,4,1,1,1,3,4,2,3,1,4,4,1,4,1,4,4,1,4,satisfied
54,1444,4,4,4,4,3,4,4,4,4,4,4,3,4,4,12,4,1,4,1,4,1,4,4,satisfied
55,783,5,1,1,1,3,1,3,5,5,5,5,5,5,3,4,5,1,4,1,4,4,4,1,satisfied
28,362,1,4,1,3,2,1,2,2,3,2,5,3,5,2,24,16,4,1,4,1,4,1,4,neutral or dissatisfied
65,152,3,5,3,1,4,3,4,4,4,4,4,4,5,4,4,6,4,1,4,1,4,1,4,neutral or dissatisfied
21,846,4,5,4,4,4,5,1,5,5,5,4,1,3,1,316,336,4,1,1,4,1,4,4,satisfied
25,817,3,3,3,4,4,3,4,4,4,2,4,1,4,4,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
35,647,3,2,3,4,5,3,5,5,1,2,4,2,4,5,3,4,4,1,1,4,4,1,4,neutral or dissatisfied
58,766,5,2,2,2,3,2,3,5,5,5,5,4,5,3,13,7,1,4,1,4,4,4,1,satisfied
39,3886,4,1,1,1,3,2,2,4,4,4,4,2,4,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
49,1182,3,5,3,1,3,4,5,3,3,3,3,3,3,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
33,3549,2,2,2,2,5,5,5,5,3,3,4,3,5,5,6,4,4,1,1,4,1,4,4,satisfied
48,1485,2,2,2,4,5,2,5,5,4,3,4,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
68,524,4,1,4,4,5,4,5,5,3,3,4,3,4,5,14,19,4,1,4,1,4,1,4,neutral or dissatisfied
11,119,2,5,2,3,4,2,4,4,1,3,4,2,1,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
54,387,1,5,1,5,3,1,3,3,5,2,4,3,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
7,247,1,4,1,1,3,1,3,3,5,3,5,4,4,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
52,341,2,5,2,4,2,4,4,2,2,2,2,4,2,5,4,4,4,1,4,1,1,4,4,neutral or dissatisfied
66,449,3,4,3,2,3,3,1,3,5,5,4,5,4,3,32,41,4,1,4,1,4,1,4,neutral or dissatisfied
25,425,2,4,2,2,5,2,5,5,1,2,4,1,2,5,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
46,1461,1,1,1,3,4,1,4,4,1,2,3,3,4,4,79,69,1,4,1,4,4,1,4,neutral or dissatisfied
22,1171,4,4,4,3,2,4,2,2,4,4,5,5,5,2,4,4,1,4,1,4,1,4,4,satisfied
14,1379,1,5,4,3,1,4,1,1,3,2,3,3,4,1,64,58,1,4,4,1,4,1,4,neutral or dissatisfied
33,143,1,3,1,3,5,1,2,5,5,3,5,1,1,5,4,31,4,1,1,4,4,1,4,neutral or dissatisfied
64,296,4,1,4,1,2,1,2,2,2,4,2,4,2,3,62,59,1,4,4,1,4,1,4,neutral or dissatisfied
54,1564,5,5,5,5,4,4,4,5,5,5,5,4,5,3,4,17,1,4,1,4,1,4,4,satisfied
55,488,4,2,2,2,1,3,4,4,4,4,4,3,4,1,24,41,1,4,1,4,4,1,4,neutral or dissatisfied
44,986,5,4,5,5,5,5,5,5,3,3,5,4,5,5,16,5,4,1,4,1,4,1,4,satisfied
54,444,1,1,1,1,3,5,5,5,5,5,5,4,5,5,4,4,1,4,1,4,1,4,4,satisfied
24,954,2,1,2,4,5,2,4,5,2,2,3,3,3,5,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
48,391,4,5,5,5,4,4,4,4,3,1,3,3,4,4,4,4,4,1,1,4,4,4,1,neutral or dissatisfied
55,2127,4,4,4,4,4,5,4,4,4,4,4,5,4,3,1,4,1,4,1,4,1,4,4,satisfied
64,1185,3,3,3,3,4,4,4,5,5,5,5,3,5,5,19,5,1,4,1,4,1,4,4,satisfied
55,2342,5,5,5,5,4,5,4,4,4,4,4,5,4,4,5,1,4,1,1,4,1,4,4,satisfied
54,3727,4,4,4,4,3,5,4,5,5,5,5,3,5,4,4,4,4,1,1,4,1,4,4,satisfied
46,3141,5,5,5,5,5,4,4,4,4,4,4,3,4,5,4,4,1,4,1,4,1,4,4,satisfied
43,645,1,1,1,1,3,5,5,4,4,4,4,5,4,5,9,5,1,4,1,4,1,4,4,satisfied
16,946,1,2,1,3,1,5,5,3,3,4,3,5,2,5,177,178,4,1,4,1,4,1,4,neutral or dissatisfied
51,445,2,2,2,2,5,5,4,5,5,5,5,4,5,3,4,4,4,1,1,4,1,4,4,satisfied
44,1282,4,4,4,3,1,4,4,1,5,3,3,3,5,1,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
44,113,1,1,1,4,3,1,3,3,5,3,5,4,4,3,22,24,4,1,1,4,1,4,4,neutral or dissatisfied
68,786,1,2,2,2,2,3,4,1,1,1,1,4,1,1,11,4,1,4,1,4,4,4,1,neutral or dissatisfied
53,552,4,4,4,1,4,5,4,5,5,4,5,4,5,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
8,1414,4,4,4,1,4,4,4,4,5,2,1,5,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
16,2435,1,3,3,3,1,1,1,1,3,3,4,4,4,1,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
31,819,4,4,4,4,5,5,5,5,5,4,3,1,5,5,4,4,1,4,1,4,1,4,4,satisfied
64,3215,5,1,5,5,2,5,4,4,4,4,4,4,4,5,4,4,1,4,1,4,1,4,4,satisfied
24,134,4,4,4,4,5,4,5,5,3,5,5,4,5,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
37,2843,4,4,4,4,5,2,3,4,4,4,4,3,4,1,4,15,4,1,1,4,1,4,4,satisfied
26,554,3,3,3,3,5,5,5,5,5,4,4,4,4,5,66,64,1,4,1,4,1,4,4,satisfied
69,144,2,3,2,3,5,2,5,5,2,2,2,1,3,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
35,2539,2,3,3,3,1,2,2,2,2,2,2,1,2,2,29,32,4,1,1,4,1,4,4,neutral or dissatisfied
34,424,3,3,3,3,4,3,3,5,5,2,3,3,2,3,177,167,4,1,1,4,4,4,1,satisfied
42,3821,1,5,5,5,4,3,4,1,1,1,1,2,1,1,4,12,4,1,1,4,1,4,4,neutral or dissatisfied
19,349,2,2,2,4,3,2,3,3,1,5,3,1,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
22,449,4,1,4,3,2,4,2,2,2,2,3,1,3,2,4,4,1,4,4,1,4,1,4,satisfied
48,2762,5,4,5,3,5,2,2,2,1,4,5,2,3,2,4,16,1,4,4,1,4,1,4,satisfied
28,448,1,4,4,1,1,4,1,1,3,5,1,2,3,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
8,1389,3,3,3,4,5,3,5,5,1,5,3,1,3,5,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
35,296,4,5,4,1,1,4,1,1,5,3,5,4,5,1,8,13,1,4,4,1,4,1,4,neutral or dissatisfied
15,422,2,5,5,4,5,5,3,5,2,1,4,2,2,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
22,325,2,5,1,4,2,1,2,2,4,4,4,3,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
24,1521,5,2,2,2,5,5,5,5,1,1,5,3,2,5,14,4,4,1,1,4,4,1,4,satisfied
27,2378,3,3,3,3,4,4,4,4,1,5,5,4,1,4,4,4,4,1,1,4,1,4,4,satisfied
34,356,2,4,2,3,2,2,5,2,2,1,3,2,4,2,4,14,1,4,1,4,4,1,4,neutral or dissatisfied
38,429,4,1,4,3,4,4,4,4,3,1,4,2,3,4,9,45,4,1,1,4,4,1,4,neutral or dissatisfied
22,134,2,4,2,4,3,2,3,3,2,4,2,1,5,3,16,5,1,4,4,1,4,1,4,neutral or dissatisfied
24,1314,4,4,4,4,2,4,2,2,3,3,4,5,5,2,15,4,1,4,1,4,4,1,4,satisfied
44,837,2,2,2,3,4,4,4,4,4,2,4,4,4,1,23,15,1,4,4,1,4,1,4,neutral or dissatisfied
54,448,3,1,3,3,2,3,3,1,1,3,1,1,1,3,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
48,1445,4,4,4,1,3,4,3,3,4,5,5,5,4,3,78,68,4,1,1,4,1,4,4,satisfied
46,373,2,1,2,3,2,2,2,2,1,2,4,2,4,2,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
11,312,2,4,2,3,2,2,1,2,5,5,4,4,4,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
15,2295,2,2,2,3,2,1,5,4,1,4,3,5,2,5,21,36,1,4,1,4,4,1,4,neutral or dissatisfied
44,1455,5,5,5,3,1,5,1,1,4,4,4,4,4,1,4,4,1,4,4,1,4,1,4,satisfied
46,2917,2,2,2,2,4,4,4,4,1,3,3,4,5,4,4,25,4,1,1,4,1,4,4,satisfied
44,342,5,5,5,5,3,5,4,5,5,5,5,5,5,4,4,4,4,1,1,4,1,4,4,satisfied
44,458,3,1,1,1,3,3,3,3,4,2,2,1,2,3,146,98,4,1,1,4,4,4,1,neutral or dissatisfied
47,246,1,4,1,2,5,5,5,3,3,1,3,3,3,3,29,15,1,4,4,1,4,1,4,neutral or dissatisfied
54,1772,4,3,3,3,2,3,4,3,3,3,4,4,3,4,66,62,1,4,1,4,1,4,4,neutral or dissatisfied
29,441,2,3,2,3,5,2,2,5,5,5,2,5,4,5,1,4,1,4,1,4,4,1,4,neutral or dissatisfied
43,2498,3,3,3,3,5,4,5,4,4,4,4,5,4,3,47,29,1,4,1,4,1,4,4,satisfied
54,825,5,5,5,5,3,4,5,4,4,3,4,5,4,3,4,9,1,4,1,4,1,4,4,satisfied
56,413,3,5,2,5,3,3,3,3,4,4,2,1,2,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
54,1126,1,4,1,3,3,4,4,4,4,1,4,5,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
64,1423,2,4,2,3,1,3,3,2,2,2,2,1,2,4,69,54,1,4,4,1,4,1,4,neutral or dissatisfied
54,436,4,4,4,4,5,5,4,3,3,4,3,5,3,5,4,4,1,4,1,4,1,4,4,satisfied
16,1121,5,4,5,4,3,5,3,3,5,5,4,5,4,3,8,9,4,1,1,4,1,4,4,satisfied
39,226,4,4,4,5,4,4,5,2,2,2,2,4,2,5,8,4,4,1,1,4,1,4,4,satisfied
23,534,3,1,4,4,4,4,4,4,4,5,3,1,4,4,4,1,4,1,1,4,4,1,4,neutral or dissatisfied
56,341,4,4,4,3,1,4,1,1,5,4,4,5,4,1,4,5,4,1,4,1,4,1,4,neutral or dissatisfied
59,3887,4,4,4,4,3,1,1,4,4,4,4,5,4,5,4,4,1,4,1,4,1,4,4,satisfied
39,139,4,2,4,4,4,4,4,4,2,1,3,3,3,4,4,11,1,4,1,4,4,1,4,satisfied
27,432,3,3,3,3,3,3,3,3,3,5,3,2,4,3,14,7,1,4,1,4,1,4,4,neutral or dissatisfied
66,2279,1,5,1,2,2,5,5,2,2,1,2,5,2,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
55,2864,1,1,1,1,4,5,5,4,4,5,4,5,4,3,4,4,4,1,1,4,1,4,4,satisfied
33,3961,1,1,5,1,4,4,4,4,5,3,5,4,5,4,4,11,4,1,1,4,1,4,4,satisfied
16,344,3,1,4,4,4,4,1,4,2,1,4,1,4,4,84,69,4,1,4,1,4,4,1,neutral or dissatisfied
27,236,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,4,4,1,4,1,4,1,4,satisfied
53,763,2,4,2,4,4,2,4,4,3,4,2,4,1,4,11,22,4,1,4,1,4,1,4,neutral or dissatisfied
42,228,2,2,2,2,4,3,2,3,3,2,3,2,3,3,4,18,1,4,4,1,1,4,4,neutral or dissatisfied
54,244,1,3,1,4,3,1,3,3,3,2,4,3,4,3,4,3,4,1,4,1,4,1,4,neutral or dissatisfied
47,631,3,4,3,1,5,3,5,5,3,3,4,5,4,5,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
53,2317,1,1,1,1,2,5,4,5,5,4,5,3,5,3,4,1,4,1,1,4,1,4,4,satisfied
14,464,2,5,2,2,2,2,2,2,3,3,5,5,4,2,13,26,4,1,4,1,4,1,4,neutral or dissatisfied
24,123,4,2,4,2,4,4,4,4,4,5,2,2,1,4,11,25,4,1,1,4,4,1,4,neutral or dissatisfied
22,224,5,4,5,5,4,5,3,4,3,2,5,4,4,4,4,8,4,1,1,4,1,4,4,satisfied
24,3288,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,1,1,4,1,4,4,satisfied
44,678,2,2,2,4,1,2,1,1,4,5,4,3,4,1,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
23,1245,2,2,2,1,3,2,3,3,4,4,5,5,5,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
17,533,1,3,3,4,4,3,4,4,1,1,3,2,3,4,55,49,1,4,4,1,4,4,1,neutral or dissatisfied
57,737,3,5,3,1,2,3,5,2,3,3,5,4,5,2,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
48,1994,4,3,5,3,3,3,3,5,5,5,5,1,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
34,1496,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,1,4,1,4,1,4,4,satisfied
34,342,2,5,4,4,1,4,1,1,4,5,5,4,4,1,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
34,3544,3,3,3,3,3,4,3,5,5,5,5,5,5,2,23,34,1,4,1,4,1,4,4,satisfied
27,719,3,5,2,3,3,2,3,3,3,2,4,4,5,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
14,448,2,2,2,3,3,2,1,3,3,3,3,2,4,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
25,244,3,3,3,3,3,3,3,3,4,5,3,1,3,3,4,2,1,4,4,1,4,4,1,neutral or dissatisfied
55,816,3,4,4,4,2,3,3,3,3,3,3,3,3,1,4,4,1,4,1,4,4,4,1,neutral or dissatisfied
21,331,2,4,5,4,3,5,3,3,1,1,4,4,4,3,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
52,224,4,5,5,5,1,4,4,4,4,4,4,3,4,4,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
22,557,4,2,4,4,3,4,3,3,4,1,4,3,3,3,54,46,1,4,1,4,1,4,4,neutral or dissatisfied
44,2475,1,1,1,1,4,4,4,4,2,3,4,4,5,4,14,5,1,4,1,4,1,4,4,satisfied
39,541,2,2,2,2,2,4,3,2,2,2,2,3,2,4,25,24,1,4,1,4,1,4,4,neutral or dissatisfied
34,3178,4,4,5,4,3,3,3,3,3,2,5,5,4,3,13,4,1,4,1,4,1,4,4,satisfied
7,327,3,4,3,2,4,3,3,4,5,2,4,5,4,4,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
37,522,2,2,2,2,2,2,2,2,4,1,3,2,4,2,4,27,4,1,1,4,4,1,4,neutral or dissatisfied
52,844,4,5,5,5,4,4,3,4,4,4,4,4,4,4,9,4,1,4,1,4,4,4,1,satisfied
21,445,2,3,2,3,1,2,1,1,1,3,3,2,4,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
63,1485,3,5,3,5,3,5,5,1,1,3,1,2,1,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
48,813,5,5,5,5,2,4,4,4,4,4,4,5,4,4,4,4,1,4,1,4,1,4,4,satisfied
29,1188,1,3,3,3,1,1,1,1,4,3,3,4,4,1,44,35,4,1,1,4,1,4,4,neutral or dissatisfied
66,2136,2,4,1,3,3,5,5,1,1,1,1,3,1,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
11,1849,2,2,1,1,2,1,2,2,2,2,1,3,2,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
32,325,4,4,4,2,3,3,3,3,4,3,5,5,4,3,54,43,1,4,1,4,1,4,4,satisfied
42,3148,3,4,3,3,5,5,4,5,5,5,5,3,5,3,4,4,4,1,1,4,1,4,4,satisfied
35,943,4,4,4,3,5,4,5,5,2,5,4,3,4,5,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
54,357,2,5,2,1,2,5,5,2,2,2,2,3,2,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
32,592,3,5,3,1,5,3,5,5,5,1,1,3,1,5,63,65,1,4,4,1,4,1,4,neutral or dissatisfied
74,2578,1,4,4,4,4,2,2,2,2,2,1,3,2,4,4,22,1,4,1,4,1,4,4,neutral or dissatisfied
42,247,3,4,4,4,5,3,3,3,3,3,3,1,3,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
8,846,2,2,2,4,4,2,4,4,2,1,4,4,3,4,16,26,1,4,1,4,4,1,4,neutral or dissatisfied
38,445,3,1,1,1,3,3,3,3,5,5,3,1,5,3,3,4,4,1,1,4,4,4,1,satisfied
57,2944,2,1,4,4,1,4,3,2,2,2,2,4,2,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
64,3533,4,4,4,4,5,5,4,5,5,5,5,3,5,5,4,5,1,4,1,4,1,4,4,satisfied
15,1444,3,5,3,5,5,3,5,5,3,2,4,4,4,5,1,3,4,1,4,1,4,1,4,neutral or dissatisfied
37,448,4,4,4,4,4,4,4,4,4,5,2,2,5,4,1,4,4,1,1,4,4,1,4,satisfied
44,224,5,5,5,5,5,5,5,5,1,1,3,4,4,5,4,4,4,1,1,4,4,1,4,satisfied
26,149,4,4,4,4,3,4,3,3,2,5,3,5,2,3,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
58,589,4,1,4,4,4,4,4,4,1,3,4,2,4,4,29,17,4,1,4,1,4,1,4,neutral or dissatisfied
39,368,2,2,2,1,3,2,3,3,3,5,4,5,4,3,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
55,356,1,1,1,1,3,4,5,5,5,4,5,5,5,4,4,4,1,4,1,4,1,4,4,satisfied
53,2133,1,2,1,3,4,2,4,5,5,1,1,2,5,2,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
59,1849,3,4,4,4,4,4,4,3,3,3,3,4,3,3,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
59,674,5,3,3,3,5,5,5,5,4,5,3,1,1,5,4,4,4,1,1,4,4,1,4,satisfied
24,173,3,4,4,4,1,4,1,1,2,5,4,3,3,1,44,52,1,4,1,4,4,1,4,neutral or dissatisfied
57,1749,2,2,3,2,3,4,4,5,5,5,5,5,5,3,4,4,1,4,1,4,1,4,4,satisfied
24,164,3,4,3,4,4,3,4,4,4,4,4,3,5,4,4,4,4,1,4,1,4,1,4,neutral or dissatisfied
43,2798,5,5,5,5,2,5,5,5,5,5,5,5,5,2,38,24,1,4,1,4,1,4,4,satisfied
56,946,1,3,1,3,2,3,2,3,3,1,3,2,3,3,4,4,1,4,4,1,4,1,4,neutral or dissatisfied
51,2598,4,5,5,5,4,3,4,4,4,4,4,4,4,4,9,26,1,4,1,4,1,4,4,neutral or dissatisfied
23,874,5,4,4,2,2,4,4,2,5,2,4,3,5,2,4,4,4,1,1,4,4,1,4,satisfied
54,612,3,2,2,2,5,4,3,3,3,3,3,4,3,2,4,4,4,1,1,4,1,4,4,neutral or dissatisfied
49,3496,1,1,1,1,5,5,5,4,3,4,4,5,3,5,188,242,1,4,1,4,1,4,4,satisfied
22,187,3,3,3,4,4,3,2,4,3,5,4,3,3,4,4,4,1,4,1,4,4,1,4,neutral or dissatisfied
51,2294,3,3,3,3,3,4,5,5,5,5,5,5,5,5,4,4,1,4,1,4,1,4,4,satisfied
51,1389,2,3,3,3,2,3,4,2,2,2,2,3,2,1,4,4,1,4,1,4,1,4,4,neutral or dissatisfied
21,666,2,4,3,4,5,3,5,5,4,4,4,4,4,5,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
24,464,1,1,1,3,3,1,3,3,3,3,3,2,3,3,28,14,1,4,4,1,4,1,4,neutral or dissatisfied
55,774,1,1,1,1,2,4,5,5,5,5,5,3,5,3,34,44,1,4,1,4,1,4,4,satisfied
33,449,2,4,2,3,2,2,2,2,2,4,3,1,4,2,6,17,1,4,4,1,4,4,1,neutral or dissatisfied
56,258,3,3,3,1,1,3,1,1,3,1,4,2,2,1,82,86,4,1,4,1,4,1,4,neutral or dissatisfied
15,323,4,3,4,4,4,4,4,4,2,4,3,1,4,4,4,4,1,4,4,1,4,4,1,neutral or dissatisfied
56,3989,1,1,4,1,2,5,4,5,5,4,5,3,5,4,6,4,4,1,1,4,1,4,4,satisfied
16,946,1,1,1,3,1,1,1,1,2,4,3,3,4,1,4,35,4,1,1,4,4,1,4,neutral or dissatisfied
17,574,5,1,5,4,5,5,5,5,2,1,3,4,4,5,4,4,1,4,4,1,4,1,4,satisfied
16,1671,5,2,5,3,3,5,3,3,1,2,3,3,3,3,5,4,4,1,4,1,4,1,4,satisfied
45,1592,1,5,2,5,1,1,1,1,2,5,2,4,3,1,4,4,4,1,1,4,4,1,4,neutral or dissatisfied
24,239,1,5,1,4,4,1,4,4,5,4,5,4,4,4,32,24,1,4,4,1,4,1,4,neutral or dissatisfied
45,146,2,3,3,3,4,4,4,2,2,2,2,1,2,1,1,4,1,4,1,4,4,1,4,neutral or dissatisfied
